Scenario,Region,Variable,Year,Value,Sector,Unit
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2021,22.2159,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2022,13.2971,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2022,41.1402,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2022,9.1101,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2022,22.2159,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2023,13.297,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2023,51.7636,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2023,9.2358,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2023,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2024,13.2971,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2024,40.8672,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2024,9.3707,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2024,1.7772,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2025,12.7222,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2025,34.7741,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2025,9.6986,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2025,1.7772,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2026,12.7223,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2026,36.6351,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2026,9.8381,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2026,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2027,14.7258,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2027,22.3705,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2027,9.9789,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2027,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2028,11.9067,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2028,23.8622,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2028,10.1209,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2028,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2029,13.8656,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2029,29.8513,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2029,10.2638,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2029,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2030,12.9054,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2030,32.8587,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2030,10.4084,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2030,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2031,27.324,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2031,51.2581,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2031,10.5535,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2031,1.7772,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2032,24.4863,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2032,42.4879,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2032,10.6997,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2032,1.7772,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2033,26.6456,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2033,58.776,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2033,11.2248,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2033,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2034,26.4287,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2034,58.4291,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2034,11.3724,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2034,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2035,26.241,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2035,58.2508,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2035,11.5207,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2035,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2036,10.1462,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2036,19.2679,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2036,11.8406,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2036,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2037,20.244,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2037,38.04,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2037,12.1532,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2037,1.7772,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2038,20.244,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2038,37.3416,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2038,12.4747,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2038,1.7772,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2039,20.244,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2039,38.4882,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2039,12.7959,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2039,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2040,20.244,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2040,38.0657,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2040,13.2013,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2040,1.7773,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2041,0.1095,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2041,54.6622,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2041,13.3488,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2041,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2042,0.1095,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2042,29.4004,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2042,13.6622,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2042,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2043,0.1095,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2043,31.5565,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2043,13.9767,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2043,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2044,0.1068,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2044,13.7962,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2044,14.2917,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2044,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2045,0.1067,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2045,12.8094,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2045,14.6024,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2045,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2046,0.1068,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2046,12.4185,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2046,14.9899,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2046,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2047,0.1068,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2047,13.1301,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2047,15.3716,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2047,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2048,0.1067,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2048,12.9028,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2048,15.7469,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2048,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2049,0.1067,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2049,12.7812,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2049,16.1169,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2049,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Natural Gas,2050,0.1068,Electric Generation,Petajoules
Current Policies,New Brunswick,RPP,2050,12.633,Electric Generation,Petajoules
Current Policies,New Brunswick,Other Renewables and Landfill Gas,2050,16.471,Electric Generation,Petajoules
Current Policies,New Brunswick,"Coal, Coke and Coke Oven Gas",2050,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2005,2.8462,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2005,14.6657,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2005,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2005,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2006,2.8462,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2006,14.6656,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2006,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2006,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2007,2.8462,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2007,14.6657,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2007,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2007,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2008,3.2962,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2008,12.59,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2008,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2008,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2009,2.7431,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2009,11.3406,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2009,0.367,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2009,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2010,2.7392,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2010,10.4747,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2010,0.6585,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2010,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2011,2.6546,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2011,12.0593,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2011,0.7125,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2011,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2012,2.2474,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2012,11.3155,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2012,0.7017,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2012,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2013,2.6011,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2013,12.4628,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Other Renewables and Landfill Gas,2013,0.6909,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,"Coal, Coke and Coke Oven Gas",2013,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Natural Gas,2014,2.3294,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,RPP,2014,16.7465,Electric Generation,Petajoules
